0 , 20.95853
1 , 23.29925
2 , 23.76739
3 , 23.76739
4 , 23.76739
5 , 23.29925
6 , 23.29925
7 , 23.29925
8 , 23.29925
9 , 23.29925
10 , 23.76739
11 , 23.76739
12 , 23.29925
13 , 23.29925
14 , 23.29925
15 , 23.29925
16 , 23.29925
17 , 23.29925
18 , 23.29925
19 , 23.29925
20 , 23.29925
22 , 23.29925
23 , 23.29925
24 , 23.29925
25 , 23.29925
26 , 23.29925
27 , 23.29925
28 , 23.29925
29 , 23.29925
30 , 23.29925
31 , 23.29925
32 , 23.29925
33 , 23.76739
34 , 22.8311
35 , 23.29925
36 , 23.29925
37 , 22.8311
38 , 23.29925
39 , 23.76739
40 , 23.29925
41 , 23.29925
42 , 23.29925
43 , 23.29925
44 , 22.8311
45 , 23.76739
46 , 23.76739
47 , 23.29925
48 , 23.76739
49 , 23.29925
50 , 23.29925
51 , 23.76739
52 , 22.8311
53 , 23.29925
54 , 23.29925
56 , 23.29925
57 , 23.29925
58 , 23.76739
59 , 23.76739
60 , 23.29925
61 , 23.29925
62 , 23.76739
63 , 23.29925
64 , 23.76739
65 , 23.29925
66 , 23.29925
67 , 23.29925
68 , 23.29925
69 , 23.29925
70 , 23.29925
71 , 23.76739
72 , 23.76739
73 , 22.8311
74 , 23.29925
75 , 23.29925
76 , 23.29925
78 , 23.29925
79 , 23.29925
80 , 23.29925
81 , 23.29925
82 , 23.76739
83 , 23.76739
84 , 23.29925
85 , 23.29925
86 , 23.29925
87 , 23.29925
88 , 23.29925
89 , 23.29925
90 , 23.29925
91 , 23.29925
92 , 23.29925
93 , 23.29925
94 , 23.29925
95 , 23.29925
96 , 23.76739
97 , 23.76739
98 , 23.29925
100 , 23.29925
101 , 23.29925
102 , 23.76739
103 , 23.76739
104 , 23.29925
105 , 23.29925
106 , 23.29925
107 , 23.76739
108 , 23.76739
109 , 23.76739
110 , 23.29925
111 , 23.76739
112 , 23.29925
113 , 23.29925
114 , 23.29925
115 , 23.29925
116 , 23.29925
117 , 23.29925
118 , 23.76739
119 , 23.29925
121 , 23.76739
122 , 23.29925
123 , 23.76739
124 , 23.29925
125 , 23.29925
126 , 23.29925
127 , 23.76739
128 , 23.29925
129 , 23.76739
130 , 23.76739
131 , 23.29925
132 , 23.76739
133 , 23.29925
134 , 23.29925
135 , 23.29925
136 , 23.76739
137 , 23.76739
138 , 23.29925
139 , 23.29925
141 , 23.29925
142 , 23.29925
143 , 23.29925
144 , 23.76739
145 , 23.29925
146 , 23.29925
147 , 23.29925
148 , 23.29925
149 , 23.76739
150 , 23.29925
151 , 23.29925
152 , 23.29925
153 , 23.29925
154 , 23.29925
155 , 23.29925
156 , 23.29925
157 , 23.29925
158 , 23.29925
160 , 23.29925
161 , 23.29925
162 , 23.76739
163 , 23.29925
164 , 23.29925
165 , 23.29925
166 , 23.29925
167 , 23.76739
168 , 23.29925
169 , 23.29925
170 , 23.76739
171 , 23.76739
172 , 24.23554
173 , 23.29925
174 , 23.29925
175 , 23.29925
176 , 23.76739
177 , 23.76739
179 , 23.76739
180 , 23.29925
181 , 23.29925
182 , 22.8311
183 , 23.29925
184 , 23.29925
185 , 23.76739
186 , 23.29925
187 , 23.29925
188 , 23.76739
189 , 23.29925
190 , 23.76739
191 , 23.76739
192 , 23.76739
193 , 23.76739
194 , 23.29925
195 , 23.29925
196 , 23.29925
198 , 23.76739
199 , 23.29925
200 , 23.76739
201 , 23.29925
202 , 23.29925
203 , 23.29925
204 , 23.29925
205 , 23.29925
206 , 23.29925
207 , 23.29925
208 , 23.29925
209 , 23.29925
210 , 23.76739
211 , 23.29925
212 , 23.29925
213 , 23.76739
214 , 23.76739
216 , 23.76739
217 , 23.76739
218 , 23.76739
219 , 23.76739
220 , 23.29925
221 , 23.29925
222 , 23.29925
223 , 23.29925
224 , 23.29925
225 , 23.29925
226 , 23.29925
227 , 23.29925
228 , 23.29925
229 , 23.29925
230 , 23.29925
231 , 23.29925
232 , 23.29925
234 , 23.29925
235 , 23.29925
236 , 23.76739
237 , 22.8311
238 , 23.29925
239 , 23.29925
240 , 23.29925
241 , 23.29925
242 , 23.29925
243 , 23.29925
244 , 23.76739
245 , 23.29925
246 , 23.29925
247 , 23.29925
248 , 23.29925
249 , 23.29925
250 , 23.29925
252 , 23.29925
253 , 23.76739
254 , 23.76739
255 , 23.29925
256 , 23.76739
257 , 23.29925
258 , 23.29925
259 , 23.29925
260 , 23.76739
261 , 23.29925
262 , 23.29925
263 , 23.29925
264 , 23.29925
265 , 23.29925
